URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-beziehungsstatus-vs,0.1.0,draft,,DemBeziehungsstatusVS,DEM Beziehungsstatus,"Partnerschaftsstatus (GIPS04).","Questionnaire/DEM","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-einkommen-vs,0.1.0,draft,,DemEinkommenVS,DEM Haushaltseinkommen,"Einkommensbänder (Q_OECDLIT7a).","Questionnaire/DEM","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-erwerbsstatus-vs,0.1.0,draft,,DemErwerbsstatusVS,DEM Erwerbsstatus,"Aktuelle Arbeitssituation (Q_OECDLIT5a).","Questionnaire/DEM","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-geschlecht-vs,0.1.0,draft,,DemGeschlechtVS,DEM Geschlecht,"Selbstbeschriebenes Geschlecht (Q_SEX).","Questionnaire/DEM","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-haeufigkeit-5-vs,0.1.0,draft,,DemHaeufigkeit5VS,DEM Häufigkeit (5-stufig),"5-stufige Häufigkeitsskala (MONMEAL/MONRENT/MONBILLS).","Questionnaire/DEM","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-isced-vs,0.1.0,draft,,DemIscedVS,DEM Bildungsabschluss (ISCED),"Höchster Bildungsabschluss (Q_ISCED).","Questionnaire/DEM","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-ja-nein,0.1.0,draft,,DemJaNeinVS,DEM Ja/Nein,"Ja/Nein (Subset von DemAntwortCS). SNOMED-Mapping: ja=373066001 (Yes), nein=373067005 (No).","Questionnaire/MHI,Questionnaire/DEM","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-ja-nein-ka-vs,0.1.0,draft,,DemJaNeinKaVS,DEM Ja/Nein/Keine Angabe,"Ja/Nein/Möchte ich nicht sagen (Q_GENDERID) – Subset von DemAntwortCS.","Questionnaire/DEM","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-ja-nein-nz-vs,0.1.0,draft,,DemJaNeinNzVS,DEM Ja/Nein/Nicht zutreffend,"Ja/Nein/Nicht zutreffend (Q_MONMED) – Subset von DemAntwortCS.","Questionnaire/DEM","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-leichtigkeit-6-vs,0.1.0,draft,,DemLeichtigkeit6VS,DEM Leichtigkeit Unterstützung (6-stufig),"Leichtigkeit, Unterstützung zu erhalten (WHODIS1/2).","Questionnaire/DEM","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-rentenstatus-vs,0.1.0,draft,,DemRentenstatusVS,DEM Rentenstatus,"Rentenstatus (GIPS10).","Questionnaire/DEM","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-urbanizitaet-vs,0.1.0,draft,,DemUrbanizitaetVS,DEM Urbanizität,"Wohnort-Typ (Q_OECDLITii).","Questionnaire/DEM","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/dem-zigaretten-band-vs,0.1.0,draft,,DemZigarettenBandVS,DEM Zigaretten pro Tag,"Zigaretten/Tag in Bändern (GIPS57b).","Questionnaire/MHI","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/mhi-an-subtyp-vs,0.1.0,draft,,MhiAnSubtypVS,MHI Anorexia-nervosa-Subtyp,"Subtyp der Anorexia nervosa (AN_subtyp).","Questionnaire/MHI","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/mhi-chronisch-vs,0.1.0,draft,,MhiChronischVS,MHI Chronische Erkrankungen (GIPS13),"Liste chronischer Erkrankungen (GIPS13, Mehrfachauswahl).","Questionnaire/MHI","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/mhi-cpcor-diag-vs,0.1.0,draft,,MhiCpcorDiagVS,MHI Diagnosegruppe (CPCOR),"Diagnosegruppe zur Selbstzuordnung (CPCOR-DIAG).","Questionnaire/MHI","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/mhi-einnahmezeit-vs,0.1.0,draft,,MhiEinnahmezeitVS,MHI Einnahmezeitpunkt Medikament,"Tageszeit der Medikamenteneinnahme (medi_02_time).","Questionnaire/MHI","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/mhi-gewicht-angabe-vs,0.1.0,draft,,MhiGewichtAngabeVS,MHI Gewichtsangabe,"Einheit/Angabe-Status für Gewicht (Q_WB151).","Questionnaire/MHI","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/mhi-gewichtsmethode-vs,0.1.0,draft,,MhiGewichtsmethodeVS,MHI Gewichtsmessung Methode,"Wie wurde das Gewicht ermittelt? (weight_outpatient_2).","Questionnaire/MHI","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/mhi-groesse-angabe-vs,0.1.0,draft,,MhiGroesseAngabeVS,MHI Größenangabe,"Einheit/Angabe-Status für Körpergröße (Q_WB152).","Questionnaire/MHI","Internal"
https://bih-cei.github.io/PCOR-MII/ValueSet/pcor-example-general-health,0.1.0,draft,,PcorExampleGeneralHealthVS,PCOR Example General Health Self-Assessment,"ValueSet, das alle 5 Stufen der Selbsteinschätzung der allgemeinen Gesundheit aus dem Beispiel-Questionnaire abdeckt.","Questionnaire/PcorExampleQuestionnaire","Internal"
